Артикул;Наименование;Номенклатура;Баркод;ТМ;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;08-April-2024;Остаток;Предмет;Процент комиссии;Стоимость логистики;Стоимость хранения;Себестоимость;Цена до скидки;Скидка;Цена;Комиссия в рублях;НДС;Налог на прибыль;Налог;Прибыль;Наценка;Процент налога
Z0051;Кружки с двойными стенками и квадратной ручкой 2шт, 350мл;48157061;7432141559130;Limpide Side;3;1;0;3;1;0;0;3;0;7;11;15;21;12;19;22;4;5;3;5;11;10;13;5;5;5;2;2;2;5;8;2;3;4;1;2;6;2;1;2;0;2;2;1;2;1;0;1;1;635;Кружки;20;91.8;0.56;295.99;5500.0;86.0;770;177.1;34.185;33.03;67.215;132.11999999999995;44.64;8.72922077922078
Z0060;Стаканы с двойными стенками 2шт, 400мл;48253791;7432141559133;Limpide Side;0;1;3;0;4;0;2;4;1;2;3;3;3;4;0;5;1;2;1;2;3;0;4;4;1;2;0;0;1;2;2;1;0;1;1;2;2;0;2;2;1;0;1;1;0;1;0;0;0;166;Кружки;20;79.2;0.32;315.16;3273.0;70.0;981;225.63000000000002;60.16833333333335;58.69683333333333;118.86516666666668;234.78733333333327;74.5;12.116734624532791
Z0061;Стакан с двойными стенками, 400мл;48157062;7432141559136;Limpide Side;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Кружки;20;79.2;0.32;123.15;2121.0;86.0;296;68.08;4.261666666666665;3.817666666666665;8.07933333333333;15.270666666666664;12.4;2.7295045045045034
Z0070;Стаканы с двойными стенками 2шт, 300мл;49348654;7432141559139;Limpide Side;0;2;2;4;9;4;4;3;8;2;4;6;5;7;7;1;2;2;7;3;3;0;3;4;4;4;2;2;1;5;8;2;3;5;1;6;3;6;1;4;0;1;3;4;4;1;1;6;5;1150;Стаканы;20;66.60000000000001;0.08000000000000002;266.93;3174.0;77.0;730;167.9;38.095000000000006;37.000000000000014;75.09500000000003;147.99999999999991;55.45;10.286986301369867
Z0071;Стакан с двойными стенками, 300 мл;49348655;7432141559142;Limpide Side;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Стаканы;20;66.60000000000001;0.08000000000000002;95.76;1512.0;75.0;378;86.94;21.450000000000003;20.883000000000003;42.333000000000006;83.532;87.23;11.19920634920635
Z0080;Стаканы с двойными стенками 2шт, 250мл;49348841;7432141559145;Limpide Side;4;6;8;6;4;2;6;10;11;9;9;16;11;28;14;11;9;7;11;7;10;4;11;8;4;1;5;14;1;5;17;2;6;8;2;7;6;8;6;3;4;3;1;6;7;4;4;5;6;903;Стаканы;20;66.60000000000001;0.08000000000000002;204.55;4643.0;86.0;650;149.5;38.225;37.24999999999999;75.475;148.99999999999997;72.84;11.61153846153846
Z0090;Стаканы с двойными стенками 2шт, 350мл;49349144;7432141559148;Limpide Side;9;6;6;4;6;7;7;10;8;11;8;11;9;11;8;7;5;4;4;4;9;3;6;6;1;3;3;6;4;4;5;6;5;3;3;8;4;3;2;4;11;3;2;6;4;2;6;9;3;1754;Стаканы;20;79.2;0.32;256.04;4158.0;81.0;790;181.70000000000002;45.51;44.32499999999998;89.83499999999998;177.3;69.25;11.37151898734177
Z0091;Стакан с двойными стенками, 350 мл;49349145;7432141559151;Limpide Side;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Стаканы;20;79.2;0.32;115.36;1203.0;63.0;445;102.35000000000001;24.681666666666658;24.01416666666666;48.69583333333332;96.05666666666664;83.27;10.942883895131084
Z0100;Набор стаканов с двойными стенками 2шт, 190мл;48157057;7432141559154;Limpide Side;0;8;7;2;0;0;10;0;0;1;0;15;2;1;0;0;1;2;6;2;3;1;1;3;1;2;2;13;3;1;2;1;1;4;1;1;0;1;4;3;0;1;0;1;1;0;0;0;0;1;Стаканы;20;66.60000000000001;0.08000000000000002;250.33;3073.0;85.0;460;105.8;6.211666666666666;5.521666666666661;11.733333333333327;22.086666666666655;8.82;2.5507246376811583
Z0101;Набор стаканов с двойными стенками 2шт, 90мл;57899320;7432141559157;Limpide Side;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Стаканы;20;66.60000000000001;0.08000000000000002;161.25;1618.0;78.0;355;81.64999999999999;7.583333333333336;7.05083333333333;14.634166666666665;28.203333333333333;17.49;4.122300469483568
Z0110;Кружка с двойными стенками, 250 мл;49351771;7432141559160;Limpide Side;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Кружки;20;79.2;0.32;170.1536460775533;2280.0;85.0;342;78.66;2.3310589870744547;1.818058987074451;4.149117974148906;7.272235948297791;4.27;1.2131923901020194
Z0111;Кружки с двойными стенками 2шт, 250мл;48157059;7432141559163;Limpide Side;2;0;7;3;3;2;0;1;8;7;15;13;16;24;13;13;4;3;6;6;12;11;12;6;10;5;4;4;3;6;7;8;7;2;4;6;6;4;5;4;5;1;4;1;0;1;3;1;0;1918;Кружки;20;79.2;0.32;240.57;3333.0;79.0;699;160.77;36.41;35.3615;71.7715;141.44599999999997;58.8;10.267739628040058
Z0120;Кружка с двойными стенками 450мл;48157060;7432141559166;Limpide Side;1;2;4;5;1;2;1;1;12;0;3;2;0;1;1;2;1;1;0;3;0;0;0;0;1;1;3;0;2;0;2;0;0;0;1;1;3;1;2;1;1;0;1;0;0;0;1;1;0;181;Кружки;20;66.60000000000001;0.08000000000000002;180.09;2806.0;83.0;477;109.71;20.100000000000012;19.384500000000003;39.48450000000001;77.53799999999997;43.06;8.277672955974845
Z0200;Набор для виски №1;48254680;7432141559200;Your Highball;22;6;12;6;4;0;2;0;0;2;2;1;3;1;0;1;2;1;2;2;4;6;6;5;2;3;3;4;4;3;3;1;0;0;2;5;1;4;2;4;2;3;4;9;5;6;4;8;4;990;Бокалы;20;117.0;1.04;938.1;15565.0;84.0;2490;572.6999999999999;143.7;139.965;283.66499999999996;559.8600000000002;59.68;11.392168674698794
Z0201;Набор для виски №2;48254681;7432141559203;Your Highball;10;11;3;4;2;0;3;1;1;2;1;1;2;2;3;1;2;0;3;0;1;3;2;6;0;2;1;1;1;2;1;0;2;1;0;1;0;2;1;1;4;0;0;2;1;1;2;2;1;342;Бокалы;20;117.0;1.04;847.83;17133.0;85.0;2569;590.87;168.88333333333333;165.02983333333327;333.9131666666666;660.1193333333335;77.86;12.997787725444399
Z0202;Набор для виски №3;48254682;7432141559206;Your Highball;15;9;9;1;2;2;3;2;1;1;1;0;0;2;0;0;1;0;1;1;1;1;1;1;0;1;4;4;1;6;0;1;2;0;2;1;1;1;3;1;1;0;3;2;1;0;4;0;1;278;Бокалы;20;117.0;1.04;932.09;15368.0;81.0;2919;671.37;199.7566666666667;195.37816666666666;395.13483333333335;781.5126666666666;83.85;13.536650679456436
Z0210;Набор камней для виски 9шт;48425142;7432141559209;Your Highball;12;12;4;3;4;2;2;3;1;1;0;1;0;5;1;0;2;0;2;1;3;3;3;4;1;2;0;4;4;1;4;3;2;0;4;1;1;0;1;3;0;1;1;3;1;0;1;0;0;257;Кубики для охлаждения;20;54.0;0.32;292.96;5706.0;83.0;970;223.1;66.65666666666668;65.20166666666667;131.85833333333335;260.8066666666666;89.02;13.593642611683851
Z0220;Набор камней для виски 6шт;48422596;7432141559212;Your Highball;26;16;8;8;1;4;3;2;1;2;6;4;3;4;6;6;5;4;2;2;2;3;2;5;2;0;0;11;2;2;2;1;2;2;0;1;4;3;2;4;2;2;2;1;1;0;0;1;3;625;Кубики для охлаждения;20;54.0;0.32;168.39;3025.0;84.0;484;111.32;25.048333333333353;24.322333333333336;49.37066666666669;97.28933333333333;57.78;10.200550964187334
Z0230;Набор камней для виски 10шт;48422597;7432141559215;Your Highball;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;Кубики для охлаждения;20;54.0;0.32;108.41;3429.0;86.0;480;110.39999999999999;34.531666666666666;33.81166666666666;68.34333333333333;135.24666666666673;124.75;14.238194444444444
20604;Силиконовый чехол для телефона Apple iPhone XS Max;8452776;7432141550675;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;342.0;62.0;129;33.54;1.782948717948715;1.589448717948719;3.372397435897434;6.357794871794873;20.67;2.614261578215065
20608;Силико чехол для Samsung Galaxy A10;10019894;7432141550743;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;300.0;57.0;129;33.54;1.782948717948715;1.589448717948719;3.372397435897434;6.357794871794873;20.67;2.614261578215065
20620;Силиконовый защитный чехол для Samsung Galaxy A01;12224261;7432141550989;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;29.7;501.0;79.0;105;27.3;-1.0000000000000018;-1.1575;-2.1575000000000015;-4.629999999999999;-15.59;-2.054761904761906
30620;Держатель на шарнирах дешевый;12226203;7432141550969;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Держатели в авто;17;54.0;0.32;61.55604145413187;3567.0;77.0;820;164.0;90.07399309097804;88.84399309097803;178.91798618195605;355.37597236391207;577.32;21.819266607555615
20621;Samsung A 51 чехол;12224262;7432141550991;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;505.0;66.0;171;44.46;6.962948717948722;6.706448717948721;13.669397435897443;26.825794871794848;87.2;7.993799670115464
D0030;Воск для брекетов без вкуса;84311986;7432141559043;DENT & DON’T;7;3;2;9;0;0;12;3;2;4;6;3;3;6;3;1;1;2;3;1;2;1;1;0;3;2;7;1;1;1;0;0;2;0;1;1;0;3;1;4;2;3;0;2;1;0;1;0;2;378;Воски для брекетов;23;54.0;0.32;40.62;850.5;80.0;175;45.5;5.813333333333334;5.550833333333339;11.364166666666673;22.203333333333322;54.66;6.493809523809527
D0031;Воск для брекетов клубника;84311987;7432141559046;DENT & DON’T;3;6;4;1;5;5;2;6;7;3;4;6;5;6;3;3;1;4;4;3;5;11;1;4;1;1;8;3;2;4;3;1;6;3;2;3;4;4;3;6;4;6;5;3;7;3;4;1;1;1700;Воски для брекетов;23;54.0;0.32;40.62;855.0;80.0;170;44.199999999999996;5.196666666666667;4.941666666666667;10.138333333333335;19.766666666666673;48.66;5.9637254901960794
D0032;Воск для брекетов, яблоко;84311988;7432141559049;DENT & DON’T;0;0;1;2;1;1;4;3;3;0;4;4;1;4;6;0;4;3;6;1;9;1;1;1;3;1;3;4;5;11;2;1;0;1;3;3;1;2;2;8;2;3;9;2;2;8;3;4;5;795;Воски для брекетов;23;54.0;0.32;26.55;842.0;82.0;142;36.92;4.088333333333331;3.8753333333333324;7.963666666666663;15.50133333333334;58.39;5.608215962441312
D0033;Воск для брекетов мята;84311989;7432141559052;DENT & DON’T;9;6;5;4;8;6;12;5;7;5;6;9;14;7;1;4;4;2;3;1;8;4;5;1;3;1;4;1;3;6;4;1;1;3;2;1;4;8;5;10;10;14;8;9;12;9;16;5;9;1104;Воски для брекетов;23;54.0;0.32;40.62;834.0;78.0;170;44.199999999999996;5.196666666666667;4.941666666666667;10.138333333333335;19.766666666666673;48.66;5.9637254901960794
20617;Защитный силиконовый чехол для Самсунг гэлэкси, Samsung Galaxy S20;12224258;7432141550983;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;24.93030500907334;209.0;30.0;146;37.96;4.851615831821109;4.6326158318211075;9.484231663642216;18.530463327284455;74.33;6.496049084686449
21402;Стальной ремешок для Apple Watch 42/44мм, розовое золото;10017307;7432141550807;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ремешки для умных часов;19;54.0;0.32;180.508125;1490.0;72.0;417;91.74;15.125312500000012;14.499812500000003;29.625125000000015;57.999249999999975;32.13;7.104346522781778
A5002;Щипцы кухонные, чёрные;25129312;7432141556287;Shiny Kitchen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Щипцы кухонные;20;54.0;0.32;61.62;1184.0;75.0;296;68.08;18.71666666666666;18.272666666666662;36.98933333333332;73.09066666666669;118.62;12.496396396396392
20606;Прозрачный силико чехол для телефона Apple Iphone 7/8;8452778;7432141550679;SS&Y Group;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;350.0;68.0;112;29.120000000000005;-0.3137179487179509;-0.4817179487179509;-0.7954358974359017;-1.9268717948717895;-6.26;-0.7102106227106265
20707;Полноэкранное защитное стекло для iPhone 7/8, Противоударное стекло с белой рамкой на Айфон 7/8;8461134;7432141550697;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Защитные стекла;19;54.0;0.32;58.6985;520.0;50.0;260;57.2;15.016916666666669;14.62691666666666;29.643833333333326;58.50766666666666;99.67;11.401474358974356
G0270;Наколенник S;38099518;7432141556864;Shark Fit;6;10;7;13;6;14;12;10;6;8;3;4;2;4;9;3;2;3;5;9;9;4;4;3;3;1;3;1;2;9;7;3;2;2;3;3;4;4;4;2;2;4;6;6;8;3;3;1;2;352;Наколенники;20;54.0;0.32;96.2;3250.0;88.0;390;89.7;25.016666666666666;24.431666666666665;49.44833333333333;97.7266666666667;101.59;12.679059829059828
24000;Чехол для планшета Apple iPad Pro 11 (2018), Smart Case, Подставка для Айпад 11 про;10019912;7432141550779;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для планшетов;23;54.0;0.32;383.06;1260.0;30.0;882;229.32;35.93666666666666;34.613666666666674;70.55033333333333;138.45466666666667;36.14;7.998904006046863
A8202;Универсальные перчатки-щетки, фиолетовый;25496787;7432141556263;Shiny Kitchen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Перчатки хозяйственные;17;54.0;0.32;125.83;1604.0;71.0;465;93.0;32.028333333333336;31.33083333333333;63.35916666666667;125.32333333333334;99.6;13.62562724014337
20609;Силико чехол для Samsung Galaxy A20/30;10019895;7432141550745;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;520.0;67.0;171;44.46;6.962948717948722;6.706448717948721;13.669397435897443;26.825794871794848;87.2;7.993799670115464
G0260;Наколенник с гелевым защитным кольцом size M ;36537523;7432141556855;Shark Fit;1;4;3;3;2;3;0;0;3;3;0;1;0;3;1;2;1;2;0;1;0;0;2;4;2;2;0;1;1;2;1;2;0;3;4;1;0;2;1;2;1;2;1;1;2;2;0;1;1;3;Наколенники;20;54.0;0.32;174.97;5082.0;89.0;559;128.57;33.57666666666669;32.738166666666665;66.31483333333335;130.95266666666663;74.84;11.863118664281458
G0262;Наколенник с гелевым защитным кольцом, Sixe XL ;36537523;7432141556863;Shark Fit;0;0;0;1;0;2;3;0;0;0;0;0;0;1;1;2;0;0;1;1;2;1;0;1;3;2;1;0;1;5;1;0;3;1;2;1;2;0;3;0;1;0;0;0;0;0;1;0;0;0;Наколенники;20;54.0;0.32;174.97;3328.0;76.0;798;183.54000000000002;64.24833333333336;63.05133333333331;127.29966666666667;252.20533333333327;144.14;15.95233918128655
G0280;Наколенники, комплект 2 шт, size M;36654736;7432141556876;Shark Fit;6;5;6;1;6;4;2;7;0;2;7;9;4;2;3;4;1;3;2;1;1;1;3;3;2;8;5;3;1;7;3;1;4;4;1;3;0;5;4;5;5;1;4;2;7;1;2;1;2;506;Наколенники;20;54.0;0.32;199.71;2571.0;79.0;539;123.97;26.886666666666663;26.07816666666666;52.964833333333324;104.31266666666663;52.23;9.826499690785404
G0281;Наколенники, комплект 2 шт, size L;36654736;7432141556879;Shark Fit;2;3;4;6;4;2;5;1;1;1;3;10;1;7;4;7;3;0;1;3;6;2;8;3;4;4;9;1;3;2;2;1;2;2;1;2;1;1;6;4;3;3;2;2;3;3;3;3;2;590;Наколенники;20;54.0;0.32;199.71;2571.0;79.0;539;123.97;26.886666666666663;26.07816666666666;52.964833333333324;104.31266666666663;52.23;9.826499690785404
G0402;Спортивный корсет L;37325184;7432141557657;Shark Fit;2;1;4;3;2;3;1;0;3;4;6;4;3;0;2;2;4;3;2;1;0;2;2;2;3;0;1;2;3;2;5;2;1;2;0;4;1;3;1;1;1;3;1;2;0;2;1;2;3;581;Пояса для похудения;20;79.2;0.32;313.35;4947.0;81.0;939;215.97000000000003;55.08;53.671499999999995;108.7515;214.68599999999998;68.51;11.581629392971246
G0403;Спортивный корсет XL;37325184;7432141557660;Shark Fit;5;1;4;5;2;5;2;5;2;2;3;3;3;6;2;4;3;3;4;1;5;0;4;5;6;5;4;3;0;1;2;2;1;2;3;5;2;1;2;1;0;1;0;3;4;0;1;0;1;505;Пояса для похудения;20;79.2;0.32;313.35;4947.0;81.0;939;215.97000000000003;55.08;53.671499999999995;108.7515;214.68599999999998;68.51;11.581629392971246
G0271;Наколенник M;38099518;7432141556867;Shark Fit;8;16;11;11;3;9;10;8;5;9;4;4;6;12;5;11;3;7;3;14;12;4;6;6;8;4;7;6;8;5;5;3;9;0;7;6;5;7;3;10;4;8;6;11;4;2;0;5;5;610;Наколенники;20;54.0;0.32;96.2;3250.0;88.0;390;89.7;25.016666666666666;24.431666666666665;49.44833333333333;97.7266666666667;101.59;12.679059829059828
G0272;Наколенник L;38099518;7432141556870;Shark Fit;15;15;9;13;13;14;14;0;6;5;3;8;9;7;12;11;8;4;5;7;10;12;8;7;7;4;8;7;9;9;8;7;3;5;4;6;4;10;5;8;5;8;4;13;5;2;8;5;6;189;Наколенники;20;54.0;0.32;96.21;3250.0;88.0;390;89.7;25.015;24.43;49.445;97.72000000000004;101.57;12.678205128205128
G0273;Наколенник XL;38099518;7432141556873;Shark Fit;7;5;9;12;11;15;12;11;2;10;7;6;10;10;14;10;4;4;6;8;6;6;5;7;10;4;5;4;4;7;3;2;4;5;7;4;2;2;6;12;3;8;4;9;11;5;3;3;3;707;Наколенники;20;54.0;0.32;96.22;3250.0;88.0;390;89.7;25.01333333333333;24.428333333333335;49.44166666666666;97.71333333333332;101.55;12.677350427350426
A7001;Овощерезка мультифункциональная с контейнером;18895537;7432141556200;Shiny Kitchen;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;Овощерезки ручные;20;104.4;0.8;511.08;5282.0;89.0;581;133.63;-28.018333333333334;-28.889833333333332;-56.908166666666666;-115.55933333333333;-22.61;-9.794865174985658
28604;Валик маленький массажный, фиолетовый;81923466;7432141550860;Shark Fit;2;6;2;4;4;4;6;7;7;9;14;24;22;26;19;22;12;12;21;24;12;19;33;18;9;18;14;30;19;21;17;16;16;24;16;4;5;6;6;7;6;4;0;6;6;7;4;3;2;154;Ролики массажные;18;66.60000000000001;0.08000000000000002;154.87;1529.0;66.0;519;108.99000000000001;31.42333333333334;30.644833333333334;62.06816666666667;122.5793333333333;79.15;11.959184328837507
28605;Валик маленький массажный, черный;84918351;7432141550866;Shark Fit;7;5;3;9;6;11;8;10;12;9;4;6;6;14;7;7;3;1;4;4;3;6;9;5;8;1;5;11;6;6;8;3;2;8;6;9;7;9;5;3;5;8;5;3;5;0;4;2;4;388;Ролики массажные;18;66.60000000000001;0.08000000000000002;154.87;1962.0;74.0;510;107.1;30.23833333333333;29.473333333333336;59.711666666666666;117.89333333333333;76.12;11.708169934640523
20605;Противоударный силиконовый чехол для телефона Apple iPhone XR, Прозрачная накладка на айфон;8452777;7432141550677;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;400.0;72.0;112;29.120000000000005;-0.3137179487179509;-0.4817179487179509;-0.7954358974359017;-1.9268717948717895;-6.26;-0.7102106227106265
20613;Силико чехол для Xiaomi Redmi Note 7;10019899;7432141550753;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;520.0;65.0;182;47.32;8.319615384615384;8.046615384615384;16.366230769230768;32.186461538461536;104.63;8.992434488588334
20611;Силиконовый защитный противоударный чехол для Samsung Galaxy A70, Самсунг гэлэкси А70;10019897;7432141550749;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;520.0;67.0;171;44.46;6.962948717948722;6.706448717948721;13.669397435897443;26.825794871794848;87.2;7.993799670115464
20619;Противоударный силиконовый чехол телефона для Samsung Galaxy S20 Ultra, Чехол на Самсунг гэлэкси с20;12224260;7432141550987;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;24.93030500907334;438.0;74.0;113;29.379999999999995;0.7816158318211102;0.6121158318211095;1.3937316636422197;2.4484633272844487;9.82;1.2333908527807254
G0410;Спортивный пояс размер M;37338500;7432141557666;Shark Fit;3;2;1;0;0;2;3;1;1;2;2;2;1;6;1;0;1;2;2;1;3;0;2;0;2;2;0;0;1;0;1;3;2;0;0;0;0;1;0;1;2;2;1;0;0;1;1;2;0;477;Пояса для похудения;20;54.0;0.32;139.67;3214.0;86.0;449;103.27000000000001;25.343333333333334;24.66983333333333;50.01316666666666;98.67933333333336;70.65;11.138789903489235
20603;Силиконовый противоударный чехол для iPhone Xs/X, айфон икс, икс эс;8452775;7432141550673;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;22.477875;281.0;63.0;103;26.78;-0.04297916666666701;-0.19747916666666596;-0.24045833333333297;-0.7899166666666655;-3.51;-0.23345469255663392
c20502;Мышечный перкуссионный массажер, ударный пистолет для тела с набором насадок;11416406;8112389834753;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Массажеры электрические;15;0.0;0.0;0.0;11025.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0
G0411;Спортивный пояс размер L;37338500;7432141557669;Shark Fit;3;2;2;1;2;1;4;2;2;9;4;2;2;2;2;4;2;0;6;3;2;2;1;4;1;2;7;2;1;2;1;4;0;2;1;2;1;2;0;1;0;2;1;0;0;0;1;4;1;495;Пояса для похудения;20;54.0;0.32;139.67;3214.0;86.0;449;103.27000000000001;25.343333333333334;24.66983333333333;50.01316666666666;98.67933333333336;70.65;11.138789903489235
J0400;Сортер монтессори;84358355;7432141559438;Kids Zone;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;0;2;2;0;2;0;Сортеры;19;104.4;0.8;523.77;1594.0;64.0;573;126.06;-30.204999999999995;-31.0645;-61.269499999999994;-124.258;-23.72;-10.692757417102966
20006;Тканевый ремешок для часов Apple Watch 38-40 mm, Нейлоновый на липучке для смарт часов Эпл вотч;8456762;7432141550615;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ремешки для умных часов;19;54.0;0.32;110.58;880.0;84.0;140;30.799999999999997;-9.23;-9.440000000000003;-18.67;-37.75999999999999;-34.15;-13.335714285714287
